text,intent
Order a falafel plate for me,menu
Please make me a falafel plate to go,menu
Let me do one falafel plate only,menu
Put in an order for a falafel plate,menu
I'll take one kafta kebab plate,menu
Can I have a kafta kebab plate?,menu
I just want a kafta kebab plate tonight,menu
Order a kafta kebab plate for me,menu
Please make me a kafta kebab plate to go,menu
Let me do one kafta kebab plate only,menu
Put in an order for a kafta kebab plate,menu
I'll take one shish taouk plate,menu
Can I have a shish taouk plate?,menu
I just want a shish taouk plate tonight,menu
Order a shish taouk plate for me,menu
Please make me a shish taouk plate to go,menu
Let me do one shish taouk plate only,menu
Put in an order for a shish taouk plate,menu
I'll take one chicken shawarma bowl,menu
Can I have a chicken shawarma bowl?,menu
I just want a chicken shawarma bowl tonight,menu
Order a chicken shawarma bowl for me,menu
Please make me a chicken shawarma bowl to go,menu
Let me do one chicken shawarma bowl only,menu
Put in an order for a chicken shawarma bowl,menu
I'll take one falafel bowl,menu
Can I have a falafel bowl?,menu
I just want a falafel bowl tonight,menu
Order a falafel bowl for me,menu
Please make me a falafel bowl to go,menu
Let me do one falafel bowl only,menu
Put in an order for a falafel bowl,menu
I'll take one lentil soup,menu
Can I have a lentil soup?,menu
I just want a lentil soup tonight,menu
Order a lentil soup for me,menu
Please make me a lentil soup to go,menu
Let me do one lentil soup only,menu
Put in an order for a lentil soup,menu
I'll take one fattoush salad,menu
Can I have a fattoush salad?,menu
I just want a fattoush salad tonight,menu
Order a fattoush salad for me,menu
Please make me a fattoush salad to go,menu
Let me do one fattoush salad only,menu
Put in an order for a fattoush salad,menu
I'll take one tabbouleh salad,menu
Can I have a tabbouleh salad?,menu
I just want a tabbouleh salad tonight,menu
Order a tabbouleh salad for me,menu
Please make me a tabbouleh salad to go,menu
Let me do one tabbouleh salad only,menu
Put in an order for a tabbouleh salad,menu
I'll take one grilled halloumi plate,menu
Can I have a grilled halloumi plate?,menu
I just want a grilled halloumi plate tonight,menu
Order a grilled halloumi plate for me,menu
Please make me a grilled halloumi plate to go,menu
Let me do one grilled halloumi plate only,menu
Put in an order for a grilled halloumi plate,menu
Can I get chicken shawarma plate and also a falafel wrap?,menu
I'll do chicken shawarma plate plus one falafel wrap,menu
Let me have chicken shawarma plate with a falafel wrap on the side,menu
"I want chicken shawarma plate and a falafel wrap, same order",menu
Can I get beef shawarma plate and also a chicken shawarma sandwich?,menu
I'll do beef shawarma plate plus one chicken shawarma sandwich,menu
Let me have beef shawarma plate with a chicken shawarma sandwich on the side,menu
"I want beef shawarma plate and a chicken shawarma sandwich, same order",menu
Can I get kafta plate and also a small hummus?,menu
I'll do kafta plate plus one small hummus,menu
Let me have kafta plate with a small hummus on the side,menu
"I want kafta plate and a small hummus, same order",menu
Can I get shish taouk plate and also a lentil soup?,menu
I'll do shish taouk plate plus one lentil soup,menu
Let me have shish taouk plate with a lentil soup on the side,menu
"I want shish taouk plate and a lentil soup, same order",menu
Can I get mixed grill for 2 and also a baklava dessert?,menu
I'll do mixed grill for 2 plus one baklava dessert,menu
Let me have mixed grill for 2 with a baklava dessert on the side,menu
"I want mixed grill for 2 and a baklava dessert, same order",menu
"A kids meal with chicken nuggets, fries, and apple juice",menu
"A kids meal with chicken nuggets, fries, and orange juice",menu
"A kids meal with chicken nuggets, fries, and small milk",menu
"A kids meal with chicken nuggets, rice, and apple juice",menu
"A kids meal with chicken nuggets, rice, and orange juice",menu
"A kids meal with chicken nuggets, rice, and small milk",menu
"A kids meal with chicken nuggets, mixed veggies, and apple juice",menu
"A kids meal with chicken nuggets, mixed veggies, and orange juice",menu
"A kids meal with chicken nuggets, mixed veggies, and small milk",menu
"A kids meal with mini shawarma, fries, and apple juice",menu
"A kids meal with mini shawarma, fries, and orange juice",menu
"A kids meal with mini shawarma, fries, and small milk",menu
"A kids meal with mini shawarma, rice, and apple juice",menu
"A kids meal with mini shawarma, rice, and orange juice",menu
"A kids meal with mini shawarma, rice, and small milk",menu
"A kids meal with mini shawarma, mixed veggies, and apple juice",menu
"A kids meal with mini shawarma, mixed veggies, and orange juice",menu
"A kids meal with mini shawarma, mixed veggies, and small milk",menu
"A kids meal with kids kafta skewer, fries, and apple juice",menu
"A kids meal with kids kafta skewer, fries, and orange juice",menu
"A kids meal with kids kafta skewer, fries, and small milk",menu
"A kids meal with kids kafta skewer, rice, and apple juice",menu
"A kids meal with kids kafta skewer, rice, and orange juice",menu
"A kids meal with kids kafta skewer, rice, and small milk",menu
"A kids meal with kids kafta skewer, mixed veggies, and apple juice",menu
"A kids meal with kids kafta skewer, mixed veggies, and orange juice",menu
"A kids meal with kids kafta skewer, mixed veggies, and small milk",menu
"We are 4 people coming in, can we reserve and pre-order a mixed grill?",menu
I'd like a table for five and a family mixed grill ready when we arrive,menu
Can we book for 6 and have a mezze platter prepared?,menu
I want to reserve for tonight and pre-order chicken shawarma plates,menu
Make the Batata Harra mild please,menu
Make the Batata Harra medium please,menu
Make the Batata Harra hot please,menu
Make the Batata Harra extra hot please,menu
Make the spicy sujuk manakish mild please,menu
Make the spicy sujuk manakish medium please,menu
Make the spicy sujuk manakish hot please,menu
Make the spicy sujuk manakish extra hot please,menu
Make the spicy fries mild please,menu
Make the spicy fries medium please,menu
Make the spicy fries hot please,menu
Make the spicy fries extra hot please,menu
Make the spicy chicken wings mild please,menu
Make the spicy chicken wings medium please,menu
Make the spicy chicken wings hot please,menu
Make the spicy chicken wings extra hot please,menu
We have about 8 people and want to order Lebanese food to share,menu
We have about 10 people and want to order Lebanese food to share,menu
We have about 12 people and want to order Lebanese food to share,menu
We have about 15 people and want to order Lebanese food to share,menu
We have about 20 people and want to order Lebanese food to share,menu
Can you do half Za'atar and half Cheese on one manakish?,menu
Can you do half Za'atar and half Za'atar and cheese on one manakish?,menu
Can you do half Za'atar and half Spicy sujuk on one manakish?,menu
Can you do half Za'atar and half Kishk on one manakish?,menu
Can you do half Cheese and half Za'atar on one manakish?,menu
Can you do half Cheese and half Za'atar and cheese on one manakish?,menu
Can you do half Cheese and half Spicy sujuk on one manakish?,menu
Can you do half Cheese and half Kishk on one manakish?,menu
Can you do half Za'atar and cheese and half Za'atar on one manakish?,menu
Can you do half Za'atar and cheese and half Cheese on one manakish?,menu
Can you do half Za'atar and cheese and half Spicy sujuk on one manakish?,menu
Can you do half Za'atar and cheese and half Kishk on one manakish?,menu
Can you do half Spicy sujuk and half Za'atar on one manakish?,menu
Can you do half Spicy sujuk and half Cheese on one manakish?,menu
Can you do half Spicy sujuk and half Za'atar and cheese on one manakish?,menu
Can you do half Spicy sujuk and half Kishk on one manakish?,menu
Can you do half Kishk and half Za'atar on one manakish?,menu
Can you do half Kishk and half Cheese on one manakish?,menu
Can you do half Kishk and half Za'atar and cheese on one manakish?,menu
Can you do half Kishk and half Spicy sujuk on one manakish?,menu
Can I get extra garlic sauce on the side?,menu
Please add extra tahini cups,menu
Give me a lot of hot sauce packets,menu
Can you separate the sauce from the fries?,menu
Please keep my salad separate from the hot food,menu
Don't put the fries in the same box as the shawarma,menu
Can you pack everything in separate containers?,menu
"Keep the sauces away from the crispy items, please",menu
"Can you make a family platter for 4 with hummus, baba ghanouj, labneh and some grills?",menu
"Can you make a family platter for 4 with hummus, baba ghanouj, tabbouleh and some grills?",menu
"Can you make a family platter for 4 with hummus, baba ghanouj, fattoush and some grills?",menu
